species,article,months,views_total,views_mean_monthly
Ptilinopus regina,Rose-crowned fruit dove,120,46283,385.69
Ptilinopus richardsii,Silver-capped fruit dove,120,6165,51.38
Ptilinopus rivoli,White-bibbed fruit dove,120,7490,62.42
Ptilinopus roseicapilla,Mariana fruit dove,120,44971,374.76
Ptilinopus solomonensis,Yellow-bibbed fruit dove,120,7832,65.27
Ptilinopus speciosus,Geelvink fruit dove,54,4212,78.00
Ptilinopus superbus,Superb fruit dove,120,50664,422.20
Ptilinopus tannensis,Tanna fruit dove,120,8139,67.83
Ptilinopus temminckii,Superb fruit dove,120,50664,422.20
Ptilinopus viridis,Claret-breasted fruit dove,120,8881,74.01
Ptilinopus wallacii,Wallace's fruit dove,120,17679,147.32
Ramphiculus epius,Oberholser's fruit dove,120,7078,58.98
Ramphiculus fischeri,Red-eared fruit dove,120,7658,63.82
Ramphiculus jambu,Jambu fruit dove,120,50496,420.80
Ramphiculus leclancheri,Black-chinned fruit dove,120,14226,118.55
Ramphiculus mangoliensis,Sula fruit dove,120,6019,50.16
Ramphiculus marchei,Flame-breasted fruit dove,120,22554,187.95
Ramphiculus meridionalis,,0,,
Ramphiculus merrilli,Cream-breasted fruit dove,120,10725,89.38
Ramphiculus occipitalis,Yellow-breasted fruit dove,120,19951,166.26
Ramphiculus subgularis,Banggai fruit dove,120,8187,68.22
Reinwardtoena browni,Pied cuckoo-dove,120,9507,79.22
Reinwardtoena crassirostris,Crested cuckoo-dove,120,15136,126.13
Reinwardtoena reinwardti,Great cuckoo-dove,120,58912,490.93
Spilopelia chinensis,Spotted dove,120,572681,4772.34
Spilopelia senegalensis,Laughing dove,120,477865,3982.21
Spilopelia suratensis,Spotted dove,120,572681,4772.34
Starnoenas cyanocephala,Blue-headed quail-dove,120,28179,234.82
Streptopelia bitorquata,Sunda collared dove,93,18521,199.15
Streptopelia capicola,Ring-necked dove,120,422354,3519.62
Streptopelia decaocto,Eurasian collared dove,120,1202846,10023.72
Streptopelia decipiens,Mourning collared dove,120,79774,664.78
Streptopelia dusumieri,Philippine collared dove,120,27326,227.72
Streptopelia hypopyrrha,Adamawa turtle dove,120,23694,197.45
Streptopelia lugens,Dusky turtle dove,120,27888,232.40
Streptopelia orientalis,Oriental turtle dove,120,161929,1349.41
Streptopelia reichenowi,White-winged collared dove,120,12136,101.13
Streptopelia roseogrisea,African collared dove,120,81316,677.63
Streptopelia semitorquata,Red-eyed dove,120,84069,700.58
Streptopelia tranquebarica,Red collared dove,120,44492,370.77
Streptopelia turtur,European turtle dove,120,799083,6659.02
Streptopelia vinacea,Vinaceous dove,120,23629,196.91
Streptopelia xanthocycla,Burmese collared dove,54,7787,144.20
Treron affinis,Grey-fronted green pigeon,120,26162,218.02
Treron apicauda,Pin-tailed green pigeon,120,13872,115.60
Treron aromaticus,Buru green pigeon,120,8704,72.53
Treron australis,Madagascar green pigeon,120,7830,65.25
Treron axillaris,Philippine green pigeon,120,19300,160.83
Treron bicinctus,Orange-breasted green pigeon,120,43331,361.09
Treron calvus,African green pigeon,120,62430,520.25
Treron capellei,Large green pigeon,120,12481,104.01
Treron chloropterus,Andaman green pigeon,120,12030,100.25
Treron curvirostra,Thick-billed green pigeon,120,36603,305.02
Treron delalandii,,0,,
Treron floris,Flores green pigeon,120,8100,67.50
Treron formosae,Taiwan green pigeon,54,7318,135.52
Treron fulvicollis,Cinnamon-headed green pigeon,120,13474,112.28
Treron griseicauda,Grey-cheeked green pigeon,120,8726,72.72
Treron griveaudi,Comoro green pigeon,120,1259,10.49
Treron olax,Little green pigeon,120,16452,137.10
Treron oxyurus,Sumatran green pigeon,120,9284,77.37
Treron pembaensis,Pemba green pigeon,120,9143,76.19
Treron permagnus,Ryukyu green pigeon,54,9425,174.54
Treron phayrei,Ashy-headed green pigeon,120,13126,109.38
Treron phoenicopterus,Yellow-footed green pigeon,120,343779,2864.82
Treron pompadora,Sri Lanka green pigeon,120,26947,224.56
Treron psittaceus,Timor green pigeon,120,10685,89.04
Treron sanctithomae,São Tomé green pigeon,120,7803,65.03
Treron seimundi,Yellow-vented green pigeon,120,9093,75.78
Treron sieboldii,White-bellied green pigeon,120,39827,331.89
Treron sphenurus,Wedge-tailed green pigeon,120,16811,140.09
Treron teysmannii,Sumba green pigeon,120,8087,67.39
Treron vernans,Pink-necked green pigeon,120,231322,1927.68
Treron waalia,Bruce's green pigeon,120,23619,196.82
Trugon terrestris,Thick-billed ground pigeon,120,24410,203.42
Turacoena manadensis,White-faced cuckoo-dove,120,10497,87.47
Turacoena modesta,Black cuckoo-dove,120,42388,353.23
Turacoena sulaensis,Sula cuckoo-dove,113,5892,52.14
Turtur abyssinicus,Black-billed wood dove,120,12314,102.62
Turtur afer,Blue-spotted wood dove,120,18554,154.62
Turtur brehmeri,Blue-headed wood dove,120,15140,126.17
Turtur chalcospilos,Emerald-spotted wood dove,120,31529,262.74
Turtur tympanistria,Tambourine dove,120,36705,305.88
Uropelia campestris,Long-tailed ground dove,120,11545,96.21
Zenaida asiatica,White-winged dove,120,386362,3219.68
Zenaida auriculata,Eared dove,120,100200,835.00
Zenaida aurita,Zenaida dove,120,112368,936.40
Zenaida galapagoensis,Galápagos dove,120,33591,279.93
Zenaida graysoni,Socorro dove,120,398598,3321.65
Zenaida macroura,Mourning dove,120,3830899,31924.16
Zenaida meloda,West Peruvian dove,120,28210,235.08
Zentrygon albifacies,White-faced quail-dove,120,7871,65.59
Zentrygon carrikeri,Tuxtla quail-dove,120,8616,71.80
Zentrygon chiriquensis,Chiriqui quail-dove,120,7087,59.06
Zentrygon costaricensis,Buff-fronted quail-dove,120,7799,64.99
Zentrygon frenata,White-throated quail-dove,120,7879,65.66
Zentrygon goldmani,Russet-crowned quail-dove,120,5574,46.45
Zentrygon lawrencii,Purplish-backed quail-dove,120,6663,55.52
Zentrygon linearis,Lined quail-dove,120,7244,60.37
Actenoides bougainvillei,Moustached kingfisher,120,20033,166.94
Actenoides capucinus,Black-headed kingfisher,120,3731,31.09
Actenoides concretus,Rufous-collared kingfisher,120,18718,155.98
Actenoides excelsus,Guadalcanal moustached kingfisher,120,6612,55.10
Actenoides hombroni,Blue-capped kingfisher,120,8225,68.54
Actenoides lindsayi,Spotted wood kingfisher,120,22839,190.32
Actenoides monachus,Green-backed kingfisher,120,11307,94.22
Actenoides princeps,Scaly-breasted kingfisher,120,8677,72.31
Actenoides regalis,Plain-backed kingfisher,120,2439,20.32
Alcedo atthis,Common kingfisher,120,1375033,11458.61
Alcedo coerulescens,Cerulean kingfisher,120,44966,374.72
Alcedo euryzona,Javan blue-banded kingfisher,39,5933,152.13
Alcedo hercules,Blyth's kingfisher,120,39483,329.02
Alcedo meninting,Blue-eared kingfisher,120,75935,632.79
Alcedo peninsulae,Malaysian blue-banded kingfisher,39,4179,107.15
Alcedo quadribrachys,Shining-blue kingfisher,120,19433,161.94
Alcedo semitorquata,Half-collared kingfisher,120,24749,206.24
Caridonax fulgidus,White-rumped kingfisher,120,1925,16.04
Ceryle rudis,Pied kingfisher,120,224756,1872.97
Ceyx argentatus,Southern silvery kingfisher,120,14845,123.71
Ceyx azureus,Azure kingfisher,120,97988,816.57
Ceyx cajeli,Buru dwarf kingfisher,120,5398,44.98
Ceyx collectoris,New Georgia dwarf kingfisher,120,4500,37.50
Ceyx cyanopectus,Indigo-banded kingfisher,120,20114,167.62
Ceyx dispar,Manus dwarf kingfisher,120,4835,40.29
Ceyx erithaca,Black-backed dwarf kingfisher,24,31810,1325.42
Ceyx fallax,Sulawesi dwarf kingfisher,120,10871,90.59
Ceyx flumenicola,Northern silvery kingfisher,120,9439,78.66
Ceyx gentianus,Makira dwarf kingfisher,120,5470,45.58
Ceyx lepidus,Moluccan dwarf kingfisher,120,9019,75.16
Ceyx margarethae,Dimorphic dwarf kingfisher,120,8349,69.58
Ceyx meeki,North Solomons dwarf kingfisher,120,5044,42.03
Ceyx melanurus,Philippine dwarf kingfisher,120,57783,481.52
Ceyx mindanensis,,0,,
Ceyx mulcatus,New Ireland dwarf kingfisher,120,5429,45.24
Ceyx nigrirostris,,0,,
Ceyx nigromaxilla,Guadalcanal dwarf kingfisher,120,4553,37.94
Ceyx pusillus,Little kingfisher,120,25275,210.62
Ceyx sacerdotis,New Britain dwarf kingfisher,120,4403,36.69
Ceyx sangirensis,Sangihe dwarf kingfisher,39,2222,56.97
Ceyx solitarius,Papuan dwarf kingfisher,120,6338,52.82
Ceyx wallacii,Sula dwarf kingfisher,120,5807,48.39
Ceyx websteri,Bismarck kingfisher,120,9003,75.03
Chloroceryle aenea,American pygmy kingfisher,120,34056,283.80
Chloroceryle amazona,Amazon kingfisher,120,62433,520.27
Chloroceryle americana,Green kingfisher,120,67482,562.35
Chloroceryle inda,Green-and-rufous kingfisher,120,23401,195.01
Cittura cyanotis,Sulawesi lilac kingfisher,48,2902,60.46
Cittura sanghirensis,Sangihe lilac kingfisher,48,1810,37.71
Clytoceyx rex,Shovel-billed kookaburra,120,68908,574.23
Corythornis cristatus,Malachite kingfisher,120,100157,834.64
Corythornis leucogaster,White-bellied kingfisher,120,12485,104.04
Corythornis madagascariensis,Madagascar pygmy kingfisher,120,9714,80.95
Corythornis nais,Príncipe kingfisher,120,4608,38.40
Corythornis thomensis,São Tomé kingfisher,120,3988,33.23
Corythornis vintsioides,Malagasy kingfisher,120,15321,127.67
Dacelo gaudichaud,Rufous-bellied kookaburra,120,68990,574.92
Dacelo leachii,Blue-winged kookaburra,120,186977,1558.14
Dacelo novaeguineae,Laughing kookaburra,120,965877,8048.98
Dacelo tyro,Spangled kookaburra,120,67317,560.98
Halcyon albiventris,Brown-hooded kingfisher,120,56249,468.74
Halcyon badia,Chocolate-backed kingfisher,120,12292,102.43
Halcyon chelicuti,Striped kingfisher,120,30200,251.67
Halcyon coromanda,Ruddy kingfisher,120,59171,493.09
Halcyon cyanoventris,Javan kingfisher,120,29685,247.38
Halcyon gularis,Brown-breasted kingfisher,120,7928,66.07
Halcyon leucocephala,Grey-headed kingfisher,120,55013,458.44
Halcyon malimbica,Blue-breasted kingfisher,120,26631,221.93
Halcyon pileata,Black-capped kingfisher,120,69909,582.58
Halcyon senegalensis,Woodland kingfisher,120,85798,714.98
Halcyon senegaloides,Mangrove kingfisher,120,26052,217.10
Halcyon smyrnensis,White-throated kingfisher,120,401571,3346.43
Ispidina lecontei,African dwarf kingfisher,120,23912,199.27
Ispidina picta,African pygmy kingfisher,120,56483,470.69
Lacedo melanops,,0,,
Lacedo pulchella,Banded kingfisher,120,38539,321.16
Megaceryle alcyon,Belted kingfisher,120,710752,5922.93
Megaceryle lugubris,Crested kingfisher,120,68728,572.73
Megaceryle maxima,Giant kingfisher,120,128733,1072.78
Megaceryle torquata,Ringed kingfisher,120,90704,755.87
Melidora macrorrhina,Hook-billed kingfisher,120,12303,102.53
Pelargopsis amauroptera,Brown-winged kingfisher,120,23620,196.83
Pelargopsis capensis,Stork-billed kingfisher,120,107272,893.93
Pelargopsis melanorhyncha,Great-billed kingfisher,120,8267,68.89
Syma megarhyncha,Mountain kingfisher,120,7916,65.97
Syma torotoro,Yellow-billed kingfisher,120,25289,210.74
Tanysiptera carolinae,Numfor paradise kingfisher,120,10256,85.47
Tanysiptera danae,Brown-headed paradise kingfisher,120,10836,90.30
Tanysiptera ellioti,Kofiau paradise kingfisher,120,12717,105.97
Tanysiptera galatea,Common paradise kingfisher,120,21580,179.83
Tanysiptera hydrocharis,Little paradise-kingfisher,120,2044,17.03
Tanysiptera nigriceps,Black-capped paradise kingfisher,104,5933,57.05
Tanysiptera nympha,Red-breasted paradise kingfisher,120,8242,68.68
Tanysiptera riedelii,Biak paradise kingfisher,120,11936,99.47
Tanysiptera sylvia,Buff-breasted paradise kingfisher,120,34263,285.52
Todiramphus albonotatus,White-mantled kingfisher,120,9410,78.42
Todiramphus australasia,Cinnamon-banded kingfisher,120,6624,55.20
Todiramphus chloris,Collared kingfisher,120,135961,1133.01
Todiramphus cinnamominus,Guam kingfisher,120,426085,3550.71
Todiramphus diops,Blue-and-white kingfisher,120,9656,80.47
Todiramphus enigma,Talaud kingfisher,120,6694,55.78
Todiramphus farquhari,Vanuatu kingfisher,120,8442,70.35
Todiramphus funebris,Sombre kingfisher,120,6867,57.23
Todiramphus gambieri,Mangareva kingfisher,120,10192,84.93
Todiramphus godeffroyi,Marquesan kingfisher,120,13013,108.44
Todiramphus lazuli,Lazuli kingfisher,120,8746,72.88
Todiramphus leucopygius,Ultramarine kingfisher,120,7575,63.12
Todiramphus macleayii,Forest kingfisher,120,45596,379.97
Todiramphus nigrocyaneus,Blue-black kingfisher,120,10252,85.43
Todiramphus pelewensis,Rusty-capped kingfisher,120,10319,85.99
Todiramphus pyrrhopygius,Red-backed kingfisher,120,22845,190.38
Todiramphus recurvirostris,Flat-billed kingfisher,120,7873,65.61
Todiramphus reichenbachii,Pohnpei kingfisher,120,11561,96.34
Todiramphus ruficollaris,Mewing kingfisher,120,9368,78.07
Todiramphus sanctus,Sacred kingfisher,120,174441,1453.67
Todiramphus saurophagus,Beach kingfisher,120,9873,82.28
Todiramphus tutus,Chattering kingfisher,120,8866,73.88
Todiramphus veneratus,Society kingfisher,120,8122,67.68
Todiramphus winchelli,Rufous-lored kingfisher,120,4912,40.93
Todiramphus youngi,,0,,
Atelornis crossleyi,Rufous-headed ground roller,120,7675,63.96
Atelornis pittoides,Pitta-like ground roller,120,8792,73.27
Brachypteracias leptosomus,Short-legged ground roller,120,10700,89.17
Geobiastes squamiger,Scaly ground roller,120,10816,90.13
Uratelornis chimaera,Long-tailed ground roller,120,67826,565.22
Coracias abyssinicus,Abyssinian roller,120,43828,365.23
Coracias affinis,Indochinese roller,106,33562,316.62
Coracias benghalensis,Indian roller,120,861259,7177.16
Coracias caudatus,Lilac-breasted roller,120,444073,3700.61
Coracias cyanogaster,Blue-bellied roller,120,53789,448.24
Coracias garrulus,European roller,120,280387,2336.56
Coracias naevius,Purple roller,120,32025,266.88
Coracias spatulatus,Racket-tailed roller,120,40159,334.66
Coracias temminckii,Purple-winged roller,120,18713,155.94
Eurystomus azureus,Azure dollarbird,120,13542,112.85
Eurystomus glaucurus,Broad-billed roller,120,34883,290.69
Eurystomus gularis,Blue-throated roller,120,12291,102.42
Eurystomus orientalis,Oriental dollarbird,120,84924,707.70
Meropogon forsteni,Purple-bearded bee-eater,120,17155,142.96
Merops albicollis,White-throated bee-eater,120,35689,297.41
Merops americanus,Rufous-crowned bee-eater,120,6651,55.42
Merops apiaster,European bee-eater,120,414121,3451.01
Merops boehmi,Böhm's bee-eater,120,13366,111.38
Merops breweri,Black-headed bee-eater,120,9645,80.38
Merops bullockoides,White-fronted bee-eater,120,60945,507.88
Merops bulocki,Red-throated bee-eater,120,25506,212.55
Merops cyanophrys,Arabian green bee-eater,54,13138,243.30
Merops gularis,Black bee-eater,120,17052,142.10
Merops hirundineus,Swallow-tailed bee-eater,120,33970,283.08
Merops lafresnayii,Ethiopian bee-eater,70,2697,38.53
Merops leschenaulti,Chestnut-headed bee-eater,120,75414,628.45
Merops malimbicus,Rosy bee-eater,120,22483,187.36
Merops mentalis,Blue-moustached bee-eater,120,9387,78.22
Merops muelleri,Blue-headed bee-eater,120,14165,118.04
Merops nubicoides,Southern carmine bee-eater,120,87906,732.55
Merops nubicus,Northern carmine bee-eater,120,57949,482.91
Merops oreobates,Cinnamon-chested bee-eater,120,23105,192.54
Merops orientalis,Asian green bee-eater,55,104893,1907.15
Merops ornatus,Rainbow bee-eater,120,161514,1345.95
Merops persicus,Blue-cheeked bee-eater,120,107429,895.24
Merops philippinus,Blue-tailed bee-eater,120,126232,1051.93
Merops pusillus,Little bee-eater,120,68463,570.52
Merops revoilii,Somali bee-eater,120,13422,111.85
Merops superciliosus,Olive bee-eater,120,19000,158.33
Merops variegatus,Blue-breasted bee-eater,120,21421,178.51
Merops viridis,Blue-throated bee-eater,120,38639,321.99
Merops viridissimus,African green bee-eater,54,11600,214.81
Nyctyornis amictus,Red-bearded bee-eater,120,27146,226.22
Nyctyornis athertoni,Blue-bearded bee-eater,120,39859,332.16
Aspatha gularis,Blue-throated motmot,120,10470,87.25
Baryphthengus martii,Rufous motmot,120,28205,235.04
Baryphthengus ruficapillus,Rufous-capped motmot,120,9176,76.47
Electron carinatum,Keel-billed motmot,120,17521,146.01
Electron platyrhynchum,Broad-billed motmot,120,24088,200.73
Eumomota superciliosa,Turquoise-browed motmot,120,212348,1769.57
Hylomanes momotula,Tody motmot,120,22681,189.01
Momotus aequatorialis,Andean motmot,113,24426,216.16
Momotus bahamensis,Trinidad motmot,113,19296,170.76
Momotus coeruliceps,Blue-capped motmot,113,31027,274.58
Momotus lessonii,Lesson's motmot,113,38587,341.48
Momotus mexicanus,Russet-crowned motmot,120,17478,145.65
Momotus momota,Amazonian motmot,113,40631,359.57
Momotus subrufescens,Whooping motmot,113,14622,129.40
Todus angustirostris,Narrow-billed tody,120,13574,113.12
Todus mexicanus,Puerto Rican tody,120,51875,432.29
Todus multicolor,Cuban tody,120,60572,504.77
Todus subulatus,Broad-billed tody,120,20580,171.50
Todus todus,Jamaican tody,120,31284,260.70
Cacomantis aeruginosus,Moluccan brush cuckoo,16,489,30.56
Cacomantis castaneiventris,Chestnut-breasted cuckoo,120,7851,65.42
Cacomantis flabelliformis,Fan-tailed cuckoo,120,50476,420.63
Cacomantis merulinus,Plaintive cuckoo,120,45854,382.12
Cacomantis passerinus,Grey-bellied cuckoo,120,26908,224.23
Cacomantis sonneratii,Banded bay cuckoo,120,26237,218.64
Cacomantis variolosus,Sahul brush cuckoo,16,2996,187.25
Caliechthrus leucolophus,White-crowned cuckoo,120,6165,51.38
Carpococcyx radiceus,Bornean ground cuckoo,120,11533,96.11
Carpococcyx renauldi,Coral-billed ground cuckoo,120,10063,83.86
Carpococcyx viridis,Sumatran ground cuckoo,120,53288,444.07
Centropus andamanensis,Andaman coucal,120,14052,117.10
Centropus anselli,Gabon coucal,120,9120,76.00
Centropus ateralbus,White-necked coucal,120,6559,54.66
Centropus bengalensis,Lesser coucal,120,63314,527.62
Centropus bernsteini,Black-billed coucal,120,5221,43.51
Centropus celebensis,Bay coucal,120,6570,54.75
Centropus chalybeus,Biak coucal,120,6373,53.11
Centropus chlororhynchos,Green-billed coucal,120,28368,236.40
Centropus cupreicaudus,Coppery-tailed coucal,120,14434,120.28
Centropus goliath,Goliath coucal,120,9586,79.88
Centropus grillii,Black coucal,120,22451,187.09
Centropus leucogaster,Black-throated coucal,120,9164,76.37
Centropus melanops,Black-faced coucal,120,8352,69.60
Centropus menbeki,Ivory-billed coucal,120,6705,55.88
Centropus milo,Buff-headed coucal,120,8520,71.00
Centropus monachus,Blue-headed coucal,120,13335,111.12
Centropus nigrorufus,Sunda coucal,120,10047,83.72
Centropus phasianinus,Pheasant coucal,120,153974,1283.12
Centropus rectunguis,Short-toed coucal,120,7654,63.78
Centropus senegalensis,Senegal coucal,120,33278,277.32
Centropus sinensis,Greater coucal,120,788495,6570.79
Centropus spilopterus,Kai coucal,120,5352,44.60
Centropus steerii,Black-hooded coucal,120,14676,122.30
Centropus superciliosus,White-browed coucal,120,42827,356.89
Centropus toulou,Malagasy coucal,120,22301,185.84
Centropus unirufus,Rufous coucal,120,8849,73.74
Centropus violaceus,Violaceous coucal,120,5826,48.55
Centropus viridis,Philippine coucal,120,25976,216.47
Cercococcyx lemaireae,Whistling long-tailed cuckoo,78,3129,40.12
Cercococcyx mechowi,Dusky long-tailed cuckoo,120,8803,73.36
Cercococcyx montanus,Barred long-tailed cuckoo,120,7740,64.50
