species,family,order,mass_g,range_km2,centroid_lat,migration
Myioborus castaneocapilla,Parulidae,Passeriformes,10.92,95602.51,4.27,1
Myioborus chrysops,Parulidae,Passeriformes,11.7,51520.78,4.45,1
Myioborus flavivertex,Parulidae,Passeriformes,15,5278,10.76,1
Myioborus melanocephalus,Parulidae,Passeriformes,11.3,185791.05,-8.67,1
Myioborus miniatus,Parulidae,Passeriformes,9,1254327.4,9.54,1
Myioborus ornatus,Parulidae,Passeriformes,11.7,39629.13,5.73,1
Myioborus pariae,Parulidae,Passeriformes,10.92,302.76,10.68,1
Myioborus pictus,Parulidae,Passeriformes,9.79,1124631.5,25.48,1
Myioborus torquatus,Parulidae,Passeriformes,10.5,5261.72,9.41,1
Myiothlypis basilica,Parulidae,Passeriformes,16.2,691.06,10.84,1
Myiothlypis bivittata,Parulidae,Passeriformes,14.6,116028.34,-17.01,1
Myiothlypis chlorophrys,Parulidae,Passeriformes,16.2,24162.63,1.76,1
Myiothlypis chrysogaster,Parulidae,Passeriformes,11.2,42961.21,-11.98,1
Myiothlypis cinereicollis,Parulidae,Passeriformes,17.2,36284.92,7.38,1
Myiothlypis conspicillata,Parulidae,Passeriformes,13.7,2716.57,10.83,1
Myiothlypis coronata,Parulidae,Passeriformes,16.3,417599.18,-3.64,1
Myiothlypis euophrys,Parulidae,Passeriformes,12.92,52344.37,-15.65,1
Myiothlypis flaveola,Parulidae,Passeriformes,13.19,4100375.8,-13.08,1
Myiothlypis fraseri,Parulidae,Passeriformes,11.6,60912.85,-2.4,1
Myiothlypis fulvicauda,Parulidae,Passeriformes,14.9,2473113.96,-3.5,1
Myiothlypis leucoblephara,Parulidae,Passeriformes,15.1,1572872.23,-27.16,1
Myiothlypis leucophrys,Parulidae,Passeriformes,18.1,808600.06,-17.37,1
Myiothlypis luteoviridis,Parulidae,Passeriformes,12.92,124562.37,3.13,1
Myiothlypis mesoleuca,Parulidae,Passeriformes,13.5,3147247.82,-2.01,1
Myiothlypis nigrocristata,Parulidae,Passeriformes,13.64,193235.07,1.02,1
Myiothlypis rivularis,Parulidae,Passeriformes,13.5,845622.98,-22.23,1
Myiothlypis roraimae,Parulidae,Passeriformes,14.6,104720.8,4.97,1
Myiothlypis signata,Parulidae,Passeriformes,11.3,162524.35,-16.71,1
Myiothlypis striaticeps,Parulidae,Passeriformes,12.92,64915.03,-10.66,1
Oporornis agilis,Parulidae,Passeriformes,13.3,1182795.25,50.88,3
Oreothlypis gutturalis,Parulidae,Passeriformes,9.5,3913.07,9.5,1
Oreothlypis superciliosa,Parulidae,Passeriformes,9,402973.46,19.95,1
Parkesia motacilla,Parulidae,Passeriformes,19.9,2411690.61,37.78,3
Parkesia noveboracensis,Parulidae,Passeriformes,16.3,7602956.73,55.55,3
Protonotaria citrea,Parulidae,Passeriformes,14.3,2173071.74,36.53,3
Seiurus aurocapilla,Parulidae,Passeriformes,18.8,5222797.22,47.01,3
Setophaga adelaidae,Parulidae,Passeriformes,6.94,8923.08,18.23,1
Setophaga americana,Parulidae,Passeriformes,7.84,3355702.9,39.96,3
Setophaga angelae,Parulidae,Passeriformes,7.7,135.32,18.21,1
Setophaga auduboni,Parulidae,Passeriformes,11.94,3237248.7,45.14,3
Setophaga caerulescens,Parulidae,Passeriformes,10.14,1168234.94,44.91,3
Setophaga castanea,Parulidae,Passeriformes,11.8,2650066.12,52.51,3
Setophaga cerulea,Parulidae,Passeriformes,9.04,1849163.51,40.57,3
Setophaga chrysoparia,Parulidae,Passeriformes,9.9,39798.62,30.74,3
Setophaga citrina,Parulidae,Passeriformes,10.54,2007300.04,36.02,3
Setophaga coronata,Parulidae,Passeriformes,11.94,7207362.84,56.68,3
Setophaga delicata,Parulidae,Passeriformes,7.4,617.37,13.89,1
Setophaga discolor,Parulidae,Passeriformes,7.64,1565603.51,35.89,3
Setophaga dominica,Parulidae,Passeriformes,9.69,1925341.63,35.34,3
Setophaga flavescens,Parulidae,Passeriformes,9,2587.72,26.5,3
Setophaga fusca,Parulidae,Passeriformes,9.74,2026720.02,47.11,3
Setophaga graciae,Parulidae,Passeriformes,8.1,1123569.57,29.07,2
Setophaga graysoni,Parulidae,Passeriformes,6.82,166.59,18.77,1
Setophaga kirtlandii,Parulidae,Passeriformes,13.94,37706.54,45.37,3
Setophaga magnolia,Parulidae,Passeriformes,8.14,3661483.1,52.19,3
Setophaga nigrescens,Parulidae,Passeriformes,8.7,1793686,40.07,3
Setophaga occidentalis,Parulidae,Passeriformes,10.4,338854.99,42.1,3
Setophaga palmarum,Parulidae,Passeriformes,10.3,3394685.27,53.46,3
Setophaga pensylvanica,Parulidae,Passeriformes,9.29,2422614.2,47.41,3
Setophaga petechia,Parulidae,Passeriformes,10.22,15552185.22,50.59,3
Setophaga pharetra,Parulidae,Passeriformes,9.9,11021.79,18.16,1
Setophaga pinus,Parulidae,Passeriformes,11.79,2073441.98,38.54,3
Setophaga pitiayumi,Parulidae,Passeriformes,6.82,8364955.27,-12.53,1
Setophaga pityophila,Parulidae,Passeriformes,8,7445.49,23.21,1
Setophaga plumbea,Parulidae,Passeriformes,10.1,2397.36,15.95,1
Setophaga ruticilla,Parulidae,Passeriformes,8.24,6675504.95,47.72,3
Setophaga striata,Parulidae,Passeriformes,11.84,6353206.91,58.99,3
Setophaga subita,Parulidae,Passeriformes,7.6,153.93,17.63,1
Setophaga tigrina,Parulidae,Passeriformes,10.04,2530023.76,53.12,3
Setophaga townsendi,Parulidae,Passeriformes,8.84,1406060.25,55.15,3
Setophaga virens,Parulidae,Passeriformes,8.69,3340613.66,49.03,3
Setophaga vitellina,Parulidae,Passeriformes,6.7,279.5,19.4,1
Vermivora bachmanii,Parulidae,Passeriformes,8.6,NA,NA,3
Vermivora chrysoptera,Parulidae,Passeriformes,8.74,946202.7,43.32,3
Vermivora cyanoptera,Parulidae,Passeriformes,8.9,1491745.35,39.65,3
Aimophila notosticta,Passerellidae,Passeriformes,27.1,29968.21,17.14,1
Aimophila rufescens,Passerellidae,Passeriformes,34.3,616683.25,19.84,1
Aimophila ruficeps,Passerellidae,Passeriformes,18.69,1184786.97,29.22,1
Ammodramus aurifrons,Passerellidae,Passeriformes,17.8,3867543.93,-3.98,1
Ammodramus humeralis,Passerellidae,Passeriformes,15.99,9115374.38,-16.41,1
Ammodramus savannarum,Passerellidae,Passeriformes,17.61,5240933.14,40.3,2
Ammospiza caudacuta,Passerellidae,Passeriformes,19.19,69526.84,39.39,3
Ammospiza leconteii,Passerellidae,Passeriformes,13,2867567.84,53.02,3
Ammospiza maritima,Passerellidae,Passeriformes,22.16,184267.84,33.22,2
Ammospiza nelsoni,Passerellidae,Passeriformes,15.11,2592907.6,48.45,3
Amphispiza bilineata,Passerellidae,Passeriformes,13.5,2450691.64,32.43,2
Amphispiza quinquestriata,Passerellidae,Passeriformes,19.53,151617.22,27.48,1
Arremon abeillei,Passerellidae,Passeriformes,25.9,52316.77,-3.81,1
Arremon assimilis,Passerellidae,Passeriformes,39,302819.73,-2.27,1
Arremon atricapillus,Passerellidae,Passeriformes,44.6,73192.46,5.58,1
Arremon aurantiirostris,Passerellidae,Passeriformes,34.5,693974.17,6.04,1
Arremon axillaris,Passerellidae,Passeriformes,24.8,148610.34,5.9,1
Arremon basilicus,Passerellidae,Passeriformes,41.96,8179.69,10.73,1
Arremon brunneinucha,Passerellidae,Passeriformes,43.97,618730.16,4.92,1
Arremon castaneiceps,Passerellidae,Passeriformes,36.9,122751.42,-5.27,1
Arremon costaricensis,Passerellidae,Passeriformes,41.96,3723.31,9.19,1
Arremon crassirostris,Passerellidae,Passeriformes,38.71,9497.11,9.36,1
Arremon dorbignii,Passerellidae,Passeriformes,26.13,209515.47,-21.39,1
Arremon flavirostris,Passerellidae,Passeriformes,26.13,1940265.88,-20.23,1
Arremon franciscanus,Passerellidae,Passeriformes,24.9,53090.52,-14.91,1
Arremon nigriceps,Passerellidae,Passeriformes,25.9,8706.35,-5.69,1
Arremon perijanus,Passerellidae,Passeriformes,41.96,6850.9,10.39,1
Arremon phaeopleurus,Passerellidae,Passeriformes,41.96,10309.92,10.24,1
Arremon phygas,Passerellidae,Passeriformes,41.96,8219.16,10.02,1
Arremon schlegeli,Passerellidae,Passeriformes,27.7,187790.91,10.07,1
Arremon semitorquatus,Passerellidae,Passeriformes,25,215137.21,-22.7,1
Arremon taciturnus,Passerellidae,Passeriformes,24.8,6755484.62,-6.08,1
Arremon torquatus,Passerellidae,Passeriformes,41.96,113027.41,-18.68,1
Arremon virenticeps,Passerellidae,Passeriformes,41,79786.33,21.03,1
Arremonops chloronotus,Passerellidae,Passeriformes,27.4,234300.88,17.68,1
Arremonops conirostris,Passerellidae,Passeriformes,35.89,1132799.46,7.33,1
Arremonops rufivirgatus,Passerellidae,Passeriformes,22.43,553968.49,21.6,1
Arremonops tocuyensis,Passerellidae,Passeriformes,29.36,72802.63,10.98,1
Artemisiospiza belli,Passerellidae,Passeriformes,16.99,171955.76,34.02,3
Artemisiospiza nevadensis,Passerellidae,Passeriformes,18.5,917710.58,40.4,3
Atlapetes albiceps,Passerellidae,Passeriformes,37,26300.95,-5.18,1
Atlapetes albinucha,Passerellidae,Passeriformes,33.84,275050.2,11.21,1
Atlapetes albofrenatus,Passerellidae,Passeriformes,30,31052.55,6.2,1
Atlapetes blancae,Passerellidae,Passeriformes,28.04,230.26,6.4,1
Atlapetes canigenis,Passerellidae,Passeriformes,26.6,35227.79,-12.62,1
Atlapetes citrinellus,Passerellidae,Passeriformes,28,13460.09,-25.89,1
Atlapetes crassus,Passerellidae,Passeriformes,36.5,32396.67,1.47,1
Atlapetes flaviceps,Passerellidae,Passeriformes,33.66,20479.76,4.19,1
Atlapetes forbesi,Passerellidae,Passeriformes,32.17,18195.92,-13.71,1
Atlapetes fulviceps,Passerellidae,Passeriformes,28.2,77616.92,-20.53,1
Atlapetes fuscoolivaceus,Passerellidae,Passeriformes,32.5,4432.51,1.99,1
Atlapetes latinuchus,Passerellidae,Passeriformes,23.56,185718.08,-2.11,1
Atlapetes leucopis,Passerellidae,Passeriformes,43,12200.3,-0.47,1
Atlapetes leucopterus,Passerellidae,Passeriformes,20.8,65183.83,-3.69,2
Atlapetes melanocephalus,Passerellidae,Passeriformes,25,4032.81,10.79,1
Atlapetes melanolaemus,Passerellidae,Passeriformes,28.9,61848.9,-14.85,1
Atlapetes melanopsis,Passerellidae,Passeriformes,29.6,3079.58,-12.28,1
Atlapetes meridae,Passerellidae,Passeriformes,30,10443.37,8.44,1
Atlapetes nationi,Passerellidae,Passeriformes,41.6,33065.05,-14.04,1
Atlapetes nigrifrons,Passerellidae,Passeriformes,23.56,5280.29,10.2,1
Atlapetes pallidiceps,Passerellidae,Passeriformes,27.5,0.98,-3.22,1
Atlapetes pallidinucha,Passerellidae,Passeriformes,34.56,97974.81,3.27,1
Atlapetes paynteri,Passerellidae,Passeriformes,24.9,5190.68,-5.06,2
Atlapetes personatus,Passerellidae,Passeriformes,32.68,99663.07,5.09,1
Atlapetes pileatus,Passerellidae,Passeriformes,24,348950.66,21.09,1
Atlapetes rufigenis,Passerellidae,Passeriformes,32.17,21321.71,-8.94,1
Atlapetes rufinucha,Passerellidae,Passeriformes,21.54,39008.5,-16.57,1
Atlapetes schistaceus,Passerellidae,Passeriformes,28.04,143739.86,5.05,1
Atlapetes seebohmi,Passerellidae,Passeriformes,29.5,47364.95,-6.51,1
Atlapetes semirufus,Passerellidae,Passeriformes,30.7,67791.56,8.87,1
Atlapetes taczanowskii,Passerellidae,Passeriformes,28.04,17155.56,-10.64,1
Atlapetes terborghi,Passerellidae,Passeriformes,27.8,4903.08,-12.8,1
Atlapetes tricolor,Passerellidae,Passeriformes,36.5,42442.45,-10.81,1
Calamospiza melanocorys,Passerellidae,Passeriformes,37.6,1660961.79,43.6,3
Chlorospingus canigularis,Passerellidae,Passeriformes,18,165238.27,-1.81,1
Chlorospingus flavigularis,Passerellidae,Passeriformes,25.6,200407.23,-4.38,1
Chlorospingus flavopectus,Passerellidae,Passeriformes,19.98,587009.94,1.43,1
Chlorospingus hypophaeus,Passerellidae,Passeriformes,25.6,2591.74,8.8,1
Chlorospingus inornatus,Passerellidae,Passeriformes,28,1510.6,7.75,1
Chlorospingus parvirostris,Passerellidae,Passeriformes,24,134279.08,-6.27,1
Chlorospingus pileatus,Passerellidae,Passeriformes,21,3941.01,9.46,1
Chlorospingus semifuscus,Passerellidae,Passeriformes,19,26164.42,2.27,1
Chlorospingus tacarcunae,Passerellidae,Passeriformes,18.9,1499.1,8.82,1
Chondestes grammacus,Passerellidae,Passeriformes,29,5604939.24,38.78,2
Junco bairdi,Passerellidae,Passeriformes,20.4,4798.83,23.5,2
Junco hyemalis,Passerellidae,Passeriformes,19.5,10167654.77,53.3,3
Junco insularis,Passerellidae,Passeriformes,21.95,42.42,29.15,1
Junco phaeonotus,Passerellidae,Passeriformes,20.4,532188.09,22.89,2
Junco vulcani,Passerellidae,Passeriformes,28,1035.18,9.53,1
Melospiza georgiana,Passerellidae,Passeriformes,16.1,6032762.64,51.29,3
Melospiza lincolnii,Passerellidae,Passeriformes,16.6,7567216.93,54.29,3
Melospiza melodia,Passerellidae,Passeriformes,21.91,10313728.38,47.88,2
Melozone aberti,Passerellidae,Passeriformes,45.93,170236.93,33.84,1
Melozone albicollis,Passerellidae,Passeriformes,46.4,64681.63,17.15,1
Melozone biarcuata,Passerellidae,Passeriformes,30.6,85901.92,15.06,1
Melozone cabanisi,Passerellidae,Passeriformes,28,3056.53,9.97,1
Melozone crissalis,Passerellidae,Passeriformes,52.83,333326.69,34.4,1
Melozone fusca,Passerellidae,Passeriformes,44.4,1684944.38,28.78,1
Melozone kieneri,Passerellidae,Passeriformes,38.7,330219.5,20.14,1
Melozone leucotis,Passerellidae,Passeriformes,39.9,11301.54,12.87,1
Melozone occipitalis,Passerellidae,Passeriformes,39.9,26548.72,14.74,1
Oreothraupis arremonops,Passerellidae,Passeriformes,48,13265.09,3.04,1
Oriturus superciliosus,Passerellidae,Passeriformes,41.4,295047.68,22.91,1
Passerculus bairdii,Passerellidae,Passeriformes,18.05,830096.01,48.99,3
Passerculus guttatus,Passerellidae,Passeriformes,19.97,204754.03,31.71,3
Passerculus henslowii,Passerellidae,Passeriformes,12.8,1306487.74,40.85,2
Passerculus rostratus,Passerellidae,Passeriformes,19.97,83853.01,29.06,3
Passerculus sanctorum,Passerellidae,Passeriformes,19.97,7.67,28.31,3
Passerculus sandwichensis,Passerellidae,Passeriformes,19.97,13598359.75,54.37,3
Passerella arborea,Passerellidae,Passeriformes,17.83,4982333.58,61.74,3
Passerella iliaca,Passerellidae,Passeriformes,33.25,5235159.1,60.38,3
Passerella megarhyncha,Passerellidae,Passeriformes,33.25,259829.82,39.42,3
Passerella schistacea,Passerellidae,Passeriformes,33.25,1216404.07,45.6,3
Passerella unalaschcensis,Passerellidae,Passeriformes,33.25,732123,57.07,3
Peucaea aestivalis,Passerellidae,Passeriformes,19.56,761850.7,32.57,2
Peucaea botterii,Passerellidae,Passeriformes,19.9,998316.54,21.95,2
Peucaea carpalis,Passerellidae,Passeriformes,15.3,175983.96,29.14,1
Peucaea cassinii,Passerellidae,Passeriformes,18.9,2032508.77,31.99,2
Peucaea humeralis,Passerellidae,Passeriformes,23.9,83912.61,18.44,1
Peucaea mystacalis,Passerellidae,Passeriformes,22.2,52598.3,17.44,1
Peucaea ruficauda,Passerellidae,Passeriformes,28.2,263649.93,17.28,1
Peucaea sumichrasti,Passerellidae,Passeriformes,29.43,6391.77,16.39,1
Pezopetes capitalis,Passerellidae,Passeriformes,55.8,3401.86,9.46,1
Pipilo chlorurus,Passerellidae,Passeriformes,29.4,1737517.52,39.82,3
Pipilo erythrophthalmus,Passerellidae,Passeriformes,40.03,3162018.06,39.13,2
Pipilo maculatus,Passerellidae,Passeriformes,39.28,3630810.42,41.83,2
Pipilo ocai,Passerellidae,Passeriformes,60.95,114057.78,18.83,2
Pipilo socorroensis,Passerellidae,Passeriformes,39.28,136,18.79,2
Pooecetes gramineus,Passerellidae,Passeriformes,25.68,6371227.47,46,3
Pselliophorus luteoviridis,Passerellidae,Passeriformes,30,1368.85,8.6,1
Pselliophorus tibialis,Passerellidae,Passeriformes,30,6558.82,9.59,1
Rhynchospiza stolzmanni,Passerellidae,Passeriformes,25.57,48995.91,-5.35,1
Rhynchospiza strigiceps,Passerellidae,Passeriformes,22.2,664284.53,-26.87,1
Spizella atrogularis,Passerellidae,Passeriformes,11.3,805016.36,29.15,2
Spizella breweri,Passerellidae,Passeriformes,10.9,3238311.53,45.74,3
Spizella pallida,Passerellidae,Passeriformes,11.2,3219955.48,51.68,3
Spizella passerina,Passerellidae,Passeriformes,12.2,13081064.54,47.04,3
Spizella pusilla,Passerellidae,Passeriformes,12.5,3997616.97,39.43,2
Spizella wortheni,Passerellidae,Passeriformes,12.38,3398.48,24.64,1
Torreornis inexpectata,Passerellidae,Passeriformes,25.5,4568.06,22.24,1
Xenospiza baileyi,Passerellidae,Passeriformes,17.4,70.08,21.59,1
Zonotrichia albicollis,Passerellidae,Passeriformes,24.4,5662700.85,53.74,3
Zonotrichia atricapilla,Passerellidae,Passeriformes,31.99,1675616.7,62.03,3
Zonotrichia capensis,Passerellidae,Passeriformes,20.31,12703362.39,-19.35,1
Zonotrichia leucophrys,Passerellidae,Passeriformes,28,7364178.61,58.71,3
Zonotrichia querula,Passerellidae,Passeriformes,35.5,1699160.3,64.61,3
Carpospiza brachydactyla,Passeridae,Passeriformes,22.3,1571341.29,32.97,3
Gymnoris dentata,Passeridae,Passeriformes,18.4,4184728.08,11.24,1
Gymnoris pyrgita,Passeridae,Passeriformes,24.1,1608726.47,6.34,1
Gymnoris superciliaris,Passeridae,Passeriformes,24,3946522.23,-15.57,1
Gymnoris xanthocollis,Passeridae,Passeriformes,18.1,4502531.2,24.89,1
Hypocryptadius cinnamomeus,Passeridae,Passeriformes,30,6672.79,7.6,1
Montifringilla adamsi,Passeridae,Passeriformes,31.3,980500.67,32.2,2
Montifringilla henrici,Passeridae,Passeriformes,40,272977.21,32.73,2
Montifringilla nivalis,Passeridae,Passeriformes,36.9,4071489.06,39.48,2
Onychostruthus taczanowskii,Passeridae,Passeriformes,32.5,1477066.84,33.09,2
Passer ammodendri,Passeridae,Passeriformes,28.94,1302317.47,41.3,1
Passer castanopterus,Passeridae,Passeriformes,18,712666.84,7.12,1
Passer cinnamomeus,Passeridae,Passeriformes,18.46,4611660.97,30.87,1
Passer cordofanicus,Passeridae,Passeriformes,21.95,143588,13.04,1
Passer diffusus,Passeridae,Passeriformes,24.2,3365122.44,-21.72,1
Passer domesticus,Passeridae,Passeriformes,26.51,34407867.59,46.32,1
Passer eminibey,Passeridae,Passeriformes,13.4,549271.11,1.36,1
Passer euchlorus,Passeridae,Passeriformes,14,163824.35,15.96,1
Passer flaveolus,Passeridae,Passeriformes,19.4,1319875.05,15.49,1
Passer gongonensis,Passeridae,Passeriformes,39.9,1125295.41,1.86,1
Passer griseus,Passeridae,Passeriformes,27.82,10513534.53,6.43,1
Passer hemileucus,Passeridae,Passeriformes,30.16,131.54,12.2,1
Passer hispaniolensis,Passeridae,Passeriformes,24.2,4197257.38,38.13,1
Passer iagoensis,Passeridae,Passeriformes,31.5,3585.23,16.07,1
Passer insularis,Passeridae,Passeriformes,27.3,3671.44,12.5,1
Passer italiae,Passeridae,Passeriformes,28.3,312371.57,42.97,1
Passer luteus,Passeridae,Passeriformes,11.2,2874074.9,15.47,1
Passer melanurus,Passeridae,Passeriformes,29.5,1765360.17,-27.28,1
Passer moabiticus,Passeridae,Passeriformes,16.46,187596.66,32.4,1
Passer montanus,Passeridae,Passeriformes,21.39,39069801.39,46.61,1
Passer motitensis,Passeridae,Passeriformes,30.16,1648538.38,-22.75,1
Passer pyrrhonotus,Passeridae,Passeriformes,21.95,524876.72,28.54,1
Passer rufocinctus,Passeridae,Passeriformes,27.8,90120.46,-0.95,1
Passer shelleyi,Passeridae,Passeriformes,21.95,201266.84,4.86,1
Passer simplex,Passeridae,Passeriformes,19.5,660184.35,23.93,1
Passer suahelicus,Passeridae,Passeriformes,25,282661.66,-3.81,1
Passer swainsonii,Passeridae,Passeriformes,31.6,752104.1,9.31,1
Passer zarudnyi,Passeridae,Passeriformes,19.5,186401.05,40.12,1
Petronia petronia,Passeridae,Passeriformes,30.2,7800913.29,42.34,1
Pyrgilauda blanfordi,Passeridae,Passeriformes,23.7,125113.77,29.07,2
Pyrgilauda davidiana,Passeridae,Passeriformes,21.2,2260394.82,45.73,2
Pyrgilauda ruficollis,Passeridae,Passeriformes,22.8,1758725.41,32.89,2
Pyrgilauda theresae,Passeridae,Passeriformes,24.3,128053.78,34.32,2
Gampsorhynchus rufulus,Pellorneidae,Passeriformes,37,453698.09,24.71,1
Gampsorhynchus torquatus,Pellorneidae,Passeriformes,37,476245.25,18.49,1
Graminicola bengalensis,Pellorneidae,Passeriformes,14.64,174532.67,26.16,1
Graminicola striatus,Pellorneidae,Passeriformes,14.64,58291.53,26.46,1
Illadopsis albipectus,Pellorneidae,Passeriformes,30.6,1215586.75,-0.24,1
Illadopsis cleaveri,Pellorneidae,Passeriformes,30.8,977280.76,3.23,1
Illadopsis distans,Pellorneidae,Passeriformes,22.2,92423.58,-6.76,1
Illadopsis fulvescens,Pellorneidae,Passeriformes,27.9,2855381.87,0.99,1
Illadopsis puveli,Pellorneidae,Passeriformes,48.4,631343.92,6.91,1
Illadopsis pyrrhoptera,Pellorneidae,Passeriformes,24.8,145566.3,-1.8,1
Illadopsis rufescens,Pellorneidae,Passeriformes,37,264186.88,6.69,1
Illadopsis rufipennis,Pellorneidae,Passeriformes,22.2,2029123.6,2.27,1
Illadopsis turdina,Pellorneidae,Passeriformes,65.8,231174.57,-4.44,1
Kenopia striata,Pellorneidae,Passeriformes,19.9,114569.69,2.57,1
Laticilla burnesii,Pellorneidae,Passeriformes,19,332103.29,29.78,1
Laticilla cinerascens,Pellorneidae,Passeriformes,19,86566.25,26.55,1
Leonardina woodi,Pellorneidae,Passeriformes,21,30087.22,7.47,1
Malacocincla abbotti,Pellorneidae,Passeriformes,26.8,2072332.43,6.81,1
Malacocincla perspicillata,Pellorneidae,Passeriformes,25.5,0.97,-2.7,1
Malacocincla sepiaria,Pellorneidae,Passeriformes,25.5,969773.94,0.22,1
Malacopteron affine,Pellorneidae,Passeriformes,17.08,387896.02,1.08,1
Malacopteron albogulare,Pellorneidae,Passeriformes,16.5,597337.38,-0.13,1
Malacopteron cinereum,Pellorneidae,Passeriformes,18.1,1526343.71,4.95,1
Malacopteron magnirostre,Pellorneidae,Passeriformes,19.34,1312918,1.08,1
Malacopteron magnum,Pellorneidae,Passeriformes,27.2,666939.16,0.65,1
Malacopteron palawanense,Pellorneidae,Passeriformes,32.11,3507.14,8.97,1
Napothera epilepidota,Pellorneidae,Passeriformes,16,1772374.97,15,1
Pellorneum albiventre,Pellorneidae,Passeriformes,21.5,461554.39,22.24,1
Pellorneum capistratum,Pellorneidae,Passeriformes,25.1,121654.55,-7.31,1
Pellorneum fuscocapillus,Pellorneidae,Passeriformes,30,53280.69,7.34,1
Pellorneum nigrocapitatum,Pellorneidae,Passeriformes,25.1,1300782.06,1.15,1
Pellorneum palustre,Pellorneidae,Passeriformes,21.5,62696.43,26.45,1
Pellorneum ruficeps,Pellorneidae,Passeriformes,26,2044549.11,18.55,1
Ptilocichla falcata,Pellorneidae,Passeriformes,39.5,2965.72,9.55,1
Ptilocichla leucogrammica,Pellorneidae,Passeriformes,39.5,604986.63,0.56,1
Ptilocichla mindanensis,Pellorneidae,Passeriformes,29.2,52312.87,8.35,1
Rimator albostriatus,Pellorneidae,Passeriformes,19.44,34692.88,0.3,1
Rimator danjoui,Pellorneidae,Passeriformes,35.5,121958.86,17.62,1
Rimator malacoptilus,Pellorneidae,Passeriformes,19.44,191024.27,26.96,1
Rimator naungmungensis,Pellorneidae,Passeriformes,35.5,4321.04,27.55,1
Rimator pasquieri,Pellorneidae,Passeriformes,19.44,1832.37,22.35,1
Schoeniparus brunneus,Pellorneidae,Passeriformes,17.43,1327800.29,27.08,1
Schoeniparus castaneceps,Pellorneidae,Passeriformes,12.5,1180063.3,21.58,1
Schoeniparus cinereus,Pellorneidae,Passeriformes,11,208968.53,26.31,1
Schoeniparus dubius,Pellorneidae,Passeriformes,18,1489085.65,25.32,1
