species,family,order,mass_g,range_km2,year,attractiveness,article,views_mean_monthly,works_2015_2024
Melospiza lincolnii,Passerellidae,Passeriformes,16.6,7567216.93,1834,5.6699,Lincoln's sparrow,731.2,117
Melospiza melodia,Passerellidae,Passeriformes,21.91,10313728.38,1810,5.6638,Song sparrow,5461.49,404
Melozone aberti,Passerellidae,Passeriformes,45.93,170236.93,1852,5.0614,Abert's towhee,617.81,55
Melozone albicollis,Passerellidae,Passeriformes,46.4,64681.63,1858,4.7894,White-throated towhee,119.08,33
Melozone biarcuata,Passerellidae,Passeriformes,30.6,85901.92,1842,5.8691,Prevost's ground sparrow,70.03,23
Melozone cabanisi,Passerellidae,Passeriformes,28.0,3056.53,1868,5.9022,Cabanis's ground sparrow,44.12,37
Melozone crissalis,Passerellidae,Passeriformes,52.83,333326.69,1839,4.9488,California towhee,1261.89,78
Melozone fusca,Passerellidae,Passeriformes,44.4,1684944.38,1827,5.2726,Canyon towhee,369.38,32
Melozone kieneri,Passerellidae,Passeriformes,38.7,330219.5,1850,5.8802,Rusty-crowned ground sparrow,53.2,35
Mentocrex beankaensis,Rallidae,Gruiformes,246.0,3754.59,2011,4.9456,Tsingy forest rail,44.1,8
Mentocrex kioloides,Rallidae,Gruiformes,246.0,39392.29,1845,5.3578,Madagascar forest rail,52.2,7
Menura alberti,Menuridae,Passeriformes,928.0,25535.74,1850,5.7909,Albert's lyrebird,589.55,15
Menura novaehollandiae,Menuridae,Passeriformes,972.62,324756.71,1802,6.6184,Superb lyrebird,2406.28,61
Merganetta armata,Anatidae,Anseriformes,398.82,1090659.13,1842,5.5035,Torrent duck,595.83,81
Mergellus albellus,Anatidae,Anseriformes,608.55,11990223.32,1758,5.7016,,,160
Mergus merganser,Anatidae,Anseriformes,1451.02,24915961.61,1758,5.9399,Common merganser,6582.13,298
Mergus octosetaceus,Anatidae,Anseriformes,983.0,51321.75,1817,5.1183,Brazilian merganser,461.18,64
Mergus serrator,Anatidae,Anseriformes,1015.17,23632905.44,1758,5.7438,Red-breasted merganser,2575.11,199
Mergus squamatus,Anatidae,Anseriformes,1234.0,302689.47,1864,6.1119,Scaly-sided merganser,517.51,136
Meropogon forsteni,Meropidae,Coraciiformes,55.0,135924.86,1850,7.4096,Purple-bearded bee-eater,142.96,10
Merops albicollis,Meropidae,Coraciiformes,25.9,1564871.29,1817,6.6533,White-throated bee-eater,297.41,14
Merops americanus,Meropidae,Coraciiformes,37.4,259375.1,1776,7.785,Rufous-crowned bee-eater,55.42,6
Merops apiaster,Meropidae,Coraciiformes,56.6,11028502.02,1758,7.467,European bee-eater,3451.01,212
Merops boehmi,Meropidae,Coraciiformes,16.6,700033.6,1882,7.6809,Böhm's bee-eater,111.38,10
Merops breweri,Meropidae,Coraciiformes,49.74,1625936.76,1859,6.8063,Black-headed bee-eater,80.38,9
Merops bullockoides,Meropidae,Coraciiformes,34.8,5313566.69,1834,7.2227,White-fronted bee-eater,507.88,60
Merops bulocki,Meropidae,Coraciiformes,23.1,2933973.62,1817,7.4419,Red-throated bee-eater,212.55,8
Merops gularis,Meropidae,Coraciiformes,27.3,3027624.96,1798,7.1591,Black bee-eater,142.1,10
Merops hirundineus,Meropidae,Coraciiformes,21.7,8552948.69,1793,7.3714,Swallow-tailed bee-eater,283.08,12
Merops leschenaulti,Meropidae,Coraciiformes,27.2,2822822.27,1817,6.7349,Chestnut-headed bee-eater,628.45,24
Merops malimbicus,Meropidae,Coraciiformes,50.37,1108392.87,1806,7.0716,Rosy bee-eater,187.36,12
Merops mentalis,Meropidae,Coraciiformes,22.5,322960.74,1889,7.6498,Blue-moustached bee-eater,78.22,6
Merops muelleri,Meropidae,Coraciiformes,22.5,1597560.38,1857,7.0248,Blue-headed bee-eater,118.04,9
Merops nubicoides,Meropidae,Coraciiformes,42.4,1104907.6,1846,7.6428,Southern carmine bee-eater,732.55,5
Merops nubicus,Meropidae,Coraciiformes,42.4,6717055.8,1788,7.7227,Northern carmine bee-eater,482.91,20
Merops oreobates,Meropidae,Coraciiformes,23.96,360934.32,1892,7.4302,Cinnamon-chested bee-eater,192.54,11
Merops ornatus,Meropidae,Coraciiformes,29.5,6451756.43,1801,7.5904,Rainbow bee-eater,1345.95,23
Merops persicus,Meropidae,Coraciiformes,49.3,3658429.52,1773,7.2468,Blue-cheeked bee-eater,895.24,44
Merops philippinus,Meropidae,Coraciiformes,34.0,4254463.63,1767,7.5222,Blue-tailed bee-eater,1051.93,41
Merops pusillus,Meropidae,Coraciiformes,15.1,14410773.71,1776,7.772,Little bee-eater,570.52,25
Merops revoilii,Meropidae,Coraciiformes,12.9,958341.75,1882,7.3012,Somali bee-eater,111.85,7
Merops superciliosus,Meropidae,Coraciiformes,38.5,4269964.77,1766,7.691,Olive bee-eater,158.33,16
Merops viridis,Meropidae,Coraciiformes,34.8,3204518.18,1758,7.3092,Blue-throated bee-eater,321.99,26
Merulaxis ater,Rhinocryptidae,Passeriformes,35.03,163731.48,1831,5.9617,Slaty bristlefront,53.75,19
Merulaxis stresemanni,Rhinocryptidae,Passeriformes,35.0,21.75,1960,5.3491,Stresemann's bristlefront,294.36,18
Mesembrinibis cayennensis,Threskiornithidae,Pelecaniformes,756.0,10576805.93,1789,5.7323,Green ibis,314.34,22
Mesitornis unicolor,Mesitornithidae,Mesitornithiformes,148.0,37168.05,1845,5.4191,Brown mesite,234.75,13
Mesitornis variegatus,Mesitornithidae,Mesitornithiformes,110.0,39538.16,1838,5.7365,White-breasted mesite,127.95,14
Metabolus godeffroyi,Monarchidae,Passeriformes,16.4,97.97,1868,5.8503,Yap monarch,51.52,5
Metabolus rugensis,Monarchidae,Passeriformes,23.58,83.99,1841,6.19,Chuuk monarch,50.33,14
Metabolus takatsukasae,Monarchidae,Passeriformes,16.4,106.58,1931,5.4061,Tinian monarch,114.38,4
Metallura aeneocauda,Trochilidae,Caprimulgiformes,5.2,49696.48,1846,6.3685,Scaled metaltail,37.75,15
Metallura baroni,Trochilidae,Caprimulgiformes,4.3,2725.47,1893,5.9659,Violet-throated metaltail,65.67,49
Metallura eupogon,Trochilidae,Caprimulgiformes,4.6,35465.53,1874,6.5812,Fiery-throated metaltail,37.49,16
Metallura iracunda,Trochilidae,Caprimulgiformes,3.9,1650.98,1946,7.1476,Perijá metaltail,23.21,16
Metallura odomae,Trochilidae,Caprimulgiformes,5.1,8418.36,1980,7.4042,Neblina metaltail,45.16,16
Metallura phoebe,Trochilidae,Caprimulgiformes,5.4,142044.52,1839,6.517,Black metaltail,77.63,32
Metallura theresiae,Trochilidae,Caprimulgiformes,4.9,34923.52,1902,7.144,Coppery metaltail,41.5,15
Metallura tyrianthina,Trochilidae,Caprimulgiformes,3.8,422575.2,1832,6.9252,Tyrian metaltail,77.47,50
Metallura williami,Trochilidae,Caprimulgiformes,4.5,51630.48,1846,6.9141,Viridian metaltail,50.42,29
Metopidius indicus,Jacanidae,Charadriiformes,155.0,2649332.71,1790,6.0806,Bronze-winged jacana,616.64,18
Metopothrix aurantiaca,Furnariidae,Passeriformes,11.2,1453065.41,1866,5.923,Orange-fronted plushcrown,21.64,16
Metriopelia aymara,Columbidae,Columbiformes,61.8,832237.5,1840,4.9451,Golden-spotted ground dove,59.06,22
Metriopelia ceciliae,Columbidae,Columbiformes,55.1,490195.48,1845,5.6136,Bare-faced ground dove,65.97,19
Metriopelia melanoptera,Columbidae,Columbiformes,100.0,1845275.52,1782,5.4885,Black-winged ground dove,83.88,23
Metriopelia morenoi,Columbidae,Columbiformes,28.6,106199.06,1902,5.5802,Moreno's ground dove,65.04,11
Micrastur buckleyi,Falconidae,Falconiformes,464.0,619557.03,1919,6.0596,Buckley's forest falcon,68.64,14
Micrastur gilvicollis,Falconidae,Falconiformes,209.0,4251681.56,1817,6.0479,Lined forest falcon,84.72,12
Micrastur mintoni,Falconidae,Falconiformes,209.5,1882575.73,2003,6.0725,Cryptic forest falcon,109.84,13
Micrastur mirandollei,Falconidae,Falconiformes,548.99,5269885.69,1862,6.0046,Slaty-backed forest falcon,86.2,16
Micrastur plumbeus,Falconidae,Falconiformes,185.41,61914.79,1918,5.7927,Plumbeous forest falcon,78.54,25
Micrastur ruficollis,Falconidae,Falconiformes,177.64,12486169.39,1817,6.4255,Barred forest falcon,185.84,35
Micrastur semitorquatus,Falconidae,Falconiformes,621.68,13182553.54,1817,6.6576,Collared forest falcon,241.63,43
Micrathene whitneyi,Strigidae,Strigiformes,41.0,643111.79,1861,6.5854,Elf owl,3798.54,41
Microbates cinereiventris,Polioptilidae,Passeriformes,11.9,551552.19,1855,5.9197,Tawny-faced gnatwren,36.4,17
Microbates collaris,Polioptilidae,Passeriformes,10.2,2367560.87,1868,5.2847,Collared gnatwren,55.41,11
Microcarbo africanus,Phalacrocoracidae,Suliformes,545.0,17477574.05,1789,4.4754,Reed cormorant,339.95,15
Microcarbo coronatus,Phalacrocoracidae,Suliformes,762.19,20849.72,1855,5.1253,Crowned cormorant,172.73,14
Microcarbo melanoleucos,Phalacrocoracidae,Suliformes,727.36,3114425.13,1817,5.7342,Little pied cormorant,719.72,20
Microcarbo niger,Phalacrocoracidae,Suliformes,427.0,3849008.88,1817,4.4968,Little cormorant,1021.83,30
Microcarbo pygmaeus,Phalacrocoracidae,Suliformes,675.97,617480.54,1773,4.9766,Pygmy cormorant,669.66,38
Microcerculus bambla,Troglodytidae,Passeriformes,19.1,1714246.73,1783,4.8521,Wing-banded wren,45.84,10
Microcerculus marginatus,Troglodytidae,Passeriformes,18.22,4781168.47,1855,5.3997,Southern nightingale-wren,83.45,25
Microcerculus philomela,Troglodytidae,Passeriformes,17.78,177561.0,1861,5.0507,Northern nightingale-wren,114.49,12
Microcerculus ustulatus,Troglodytidae,Passeriformes,21.0,265691.92,1883,5.12,Flutist wren,55.38,8
Microchera albocoronata,Trochilidae,Caprimulgiformes,2.7,76810.96,1855,7.7354,,,14
Microdynamis parva,Cuculidae,Cuculiformes,47.22,607992.83,1876,5.5339,Dwarf koel,66.92,7
Microeca fascinans,Petroicidae,Passeriformes,14.47,5302401.74,1802,6.2609,Jacky winter,202.88,16
Microeca hemixantha,Petroicidae,Passeriformes,13.65,2954.97,1883,5.8504,Golden-bellied flyrobin,25.04,5
Microhierax caerulescens,Falconidae,Falconiformes,38.72,1206450.7,1758,7.1633,Collared falconet,342.68,19
Microhierax erythrogenys,Falconidae,Falconiformes,49.96,253762.69,1831,6.5322,Philippine falconet,336.2,10
Microhierax fringillarius,Falconidae,Falconiformes,42.9,1402352.92,1824,6.8806,Black-thighed falconet,526.8,12
Microhierax latifrons,Falconidae,Falconiformes,41.2,60479.23,1879,6.5804,White-fronted falconet,242.69,9
Microhierax melanoleucos,Falconidae,Falconiformes,64.22,2360698.64,1843,6.3235,Pied falconet,248.1,16
Microligea palustris,Phaenicophilidae,Passeriformes,13.2,30480.02,1884,5.8252,Green-tailed warbler,61.51,10
Micromacronus leytensis,Cisticolidae,Passeriformes,5.5,20065.38,1962,4.6584,Visayan miniature babbler,33.28,8
Micromacronus sordidus,Cisticolidae,Passeriformes,5.5,26318.9,1968,5.465,Mindanao miniature babbler,19.83,5
Micromonacha lanceolata,Bucconidae,Piciformes,19.8,1651230.16,1849,6.1911,Lanceolated monklet,62.94,8
Micronisus gabar,Accipitridae,Accipitriformes,169.55,13910595.47,1800,6.5392,Gabar goshawk,431.19,18
Microparra capensis,Jacanidae,Charadriiformes,41.3,3244082.83,1839,5.9936,Lesser jacana,197.46,15
Micropsitta bruijnii,Psittacidae,Psittaciformes,13.43,221432.6,1875,7.0181,Red-breasted pygmy parrot,97.39,11
Micropsitta finschii,Psittacidae,Psittaciformes,14.95,42665.37,1881,7.0643,Finsch's pygmy parrot,85.62,13
Micropsitta geelvinkiana,Psittacidae,Psittaciformes,12.2,2459.09,1871,6.7951,Geelvink pygmy parrot,103.78,6
Micropsitta keiensis,Psittacidae,Psittaciformes,12.1,181899.43,1876,6.5837,Yellow-capped pygmy parrot,85.07,7
Micropsitta meeki,Psittacidae,Psittaciformes,13.8,2353.01,1914,5.4876,Meek's pygmy parrot,74.58,8
Micropsitta pusio,Psittacidae,Psittaciformes,14.0,290278.95,1866,6.7574,Buff-faced pygmy parrot,328.51,11
Micropternus brachyurus,Picidae,Piciformes,85.94,6131273.93,1818,6.3657,Rufous woodpecker,322.27,28
Microptilotis albilineatus,Meliphagidae,Passeriformes,23.69,53764.24,1917,4.8351,,,8
Microptilotis albonotatus,Meliphagidae,Passeriformes,22.4,320661.12,1876,5.1685,Scrub honeyeater,19.82,6
Microptilotis cinereifrons,Meliphagidae,Passeriformes,14.98,44367.45,1936,5.1668,Elegant honeyeater,20.22,5
Microptilotis flavirictus,Meliphagidae,Passeriformes,18.5,439941.46,1880,4.4754,Yellow-gaped honeyeater,20.57,6
Microptilotis fordianus,Meliphagidae,Passeriformes,23.69,43433.15,1989,5.2414,,,6
Microptilotis gracilis,Meliphagidae,Passeriformes,14.98,185643.55,1866,5.6109,Graceful honeyeater,50.79,5
Microptilotis montanus,Meliphagidae,Passeriformes,28.03,121416.33,1880,5.2735,Forest honeyeater,21.86,7
Microptilotis orientalis,Meliphagidae,Passeriformes,18.09,193375.68,1894,4.8421,Mountain honeyeater,18.3,6
Microptilotis reticulatus,Meliphagidae,Passeriformes,23.56,27533.73,1820,4.8233,,,8
Micropygia schomburgkii,Rallidae,Gruiformes,31.2,3010330.87,1848,6.3133,Ocellated crake,75.18,27
Microrhopias quixensis,Thamnophilidae,Passeriformes,7.9,4104536.42,1849,6.2865,Dot-winged antwren,56.28,17
Microspingus alticola,Thraupidae,Passeriformes,24.0,9865.32,1895,5.9069,Plain-tailed warbling finch,18.82,19
Microspingus cabanisi,Thraupidae,Passeriformes,19.2,776294.69,1850,6.0203,Gray-throated warbling finch,32.47,11
Microspingus cinereus,Thraupidae,Passeriformes,11.6,1131015.56,1850,4.9402,Cinereous warbling finch,24.41,9
